start,end,text_name,new_match,original_match,translation,original,len_translation,len_original,len_diff
2880,2884,genesis_a_b.txt,(2880-2884),(2880-84),"Then Abraham spoke to his servants: “My men, rest here in this place. We will come again after we two have given the Soul-King our message.”","ða Abraham spræc to his ombihtum: ""Rincas mine, restað incit her on þissum wicum. Wit eft cumað, siððan wit ærende uncer twega gastcyninge agifen habbað.""",26,25,1
2870b,2879,genesis_a_b.txt,(2870b-2879),(2870b-79),"Hurrying he then departed, leading Isaac from his home, a child ungrown, just as the Measurer had ordered him. Then he swiftly approached and hastened forth over the earth-paths as the Lord had showed him the ways through the wasteland, until the third day, glory-bright, rose up over the deep water. Then the blessed man saw towering the high hill just as the Lord of the Skies had said to him before.","þa he fus gewat from his agenum hofe Isaac lædan, bearn unweaxen, swa him bebead metod. Efste þa swiðe and onette forð foldwege, swa him frea tæhte wegas ofer westen, oðþæt wuldortorht, dæges þriddan up ofer deop wæter ord aræmde. þa se eadega wer geseah hlifigan hea dune swa him sægde ær swegles aldor.",72,54,18
2860,2870a,genesis_a_b.txt,(2860-2870a),(2860-70a),"Nor did Abraham delay that journey, but he began to hurry at once upon the trip. For him was the word of the Lord of Angels dreadful and his Sovereign dear. Then the blessed Abraham gave over his night-rest. Not at all would he oppose the behest of the Savior, but the holy man girded himself with a grey sword, knowing that the terror of the Warden of Souls dwelt within his breast. The ancient dispenser of gold began to harness his donkey, ordering his two young servants to travel with them. His own son was the third of that company and he was the fourth.","Ne forsæt he þy siðe, ac sona ongann fysan to fore. Him wæs frean engla word ondrysne and his waldend leof. þa se eadga Abraham sine nihtreste ofgeaf. Nalles nergendes hæse wiðhogode, ac hine se halga wer gyrde grægan sweorde, cyðde þæt him gasta weardes egesa on breostum wunode. Ongan þa his esolas bætan gamolferhð goldes brytta, heht hine geonge twegen men mid siðian. Mæg wæs his agen þridda and he feorða sylf.",106,73,33
2846,2859,genesis_a_b.txt,(2846-2859),(2846-59),"Then the Almighty began to test that warrior, inquiring eagerly which of those noblemen were courageous, with harsh words he spoke him in a dream: “Go forth quickly, Abraham, travel and make tracks—and lead with you your own son. You shall sacrifice Isaac your own son, as an offering to me. After you have climbed the steep mountains, the ring around the high lands, which I shall show you hence, upon your own feet, where you shall prepare a pyre, an offering-fire for your child and you shall kill your son yourself with the edge of a sword and you shall burn up the body of your dear one and offer me a sacrifice.”","þa þæs rinces se rica ongan cyning costigan, cunnode georne hwilc þæs æðelinges ellen wære, stiðum wordum spræc him stefne to: ""Gewit þu ofestlice, Abraham, feran, lastas lecgan and þe læde mid þin agen bearn. þu scealt Isaac me onsecgan, sunu ðinne, sylf to tibre. Siððan þu gestigest steape dune, hrincg þæs hean landes, þe ic þe heonon getæce, up þinum agnum fotum, þær þu scealt ad gegærwan, bælfyr bearne þinum, and blotan sylf sunu mid sweordes ecge, and þonne sweartan lige leofes lic forbærnan and me lac bebeodan.""",114,89,25
2476,2484a,genesis_a_b.txt,(2476-2484a),(2476-84a),"The multitude, a dishonorable rout, answered him then by one word: “It seem fitting and very right that you should remove yourself from our people’s borders. You sought this nation from afar in the exile’s track, destitute of friends, lacking companions. Will you, if you may, be our lordly judge here, a teacher of our people?”","Him þa seo mænigeo þurh gemæne word, arlease cyn, andswarode: ""þis þinceð gerisne and riht micel, þæt þu ðe aferige of þisse folcsceare. þu þas werðeode wræccan laste freonda feasceaft feorran gesohtest, wineþearfende. Wilt ðu, gif þu most, wesan usser her aldordema, leodum lareow?""",56,44,12
2834,2845,genesis_a_b.txt,(2834-2845),(2834-45),"Afterwards the blessed son of Terah was settled among the Philistines, the Hebrew people for a long time were destitute amid an alien nation. The Lord of Angels showed him a camp that city-dwelling men called the land of Beersheba. There the holy one built a lofty high-hall and city and established a grove, creating an altar and making sacrifice to his Sovereign in that fiery place, a sufficient gift, to him who gave them life, blessedly under the heavens.","Siððan wæs se eadega eafora þares in Filistea folce eardfæst, leod Ebrea lange þrage, feasceaft mid fremdum. Him frea engla wic getæhte þæt weras hatað burhsittende Bersabea lond. ðær se halga heahsteap reced, burh timbrede and bearo sette, weobedd worhte, and his waldende on þam glædstede gild onsægde, lac geneahe, þam þe lif forgeaf, gesæliglic swegle under.",80,57,23
2807,2823,genesis_a_b.txt,(2807-2823),(2807-23),"[A leaf is missing here] “It is patent and obvious that the true Lord is your companion, the King of the Skies, who has given you victory by force of his wisdom and strengthened your heart with godly grace. Therefore you have succeeded up to now, with friend or foe, you have accomplished both your words and deeds. The Sovereign has advanced your desires with his own hands, the Lord on the forth-ways. That is widely known among the city-dwellers. I ask you now, kinsman of the Hebrews, with my words, that you good-minded give your troth, your pledge that you will be faithful to me, a friend of my benefit, as recompense of that which I have made you from my plenty, since you came here from afar, destitute into this people, on the track of the exile.","""Sweotol is and gesene þæt þe soð metod on gesiððe is, swegles aldor, se ðe sigor seleð snytru mihtum and þin mod trymeð, godcundum gifum. Forðon ðe giena speow, þæs þu wið freond oððe feond fremman ongunne wordum oððe dædum. Waldend scufeð, frea on forðwegas folmum sinum willan þinne. þæt is wide cuð burhsittendum. Ic þe bidde nu, wine Ebrea, wordum minum, þæt þu tilmodig treowa selle, wæra þina, þæt þu wille me wesan fæle freond fremena to leane, þara þe ic to duguðum ðe gedon hæbbe, siððan ðu feasceaft feorran come on þas werþeode wræccan laste.",139,97,42
2804,2806,genesis_a_b.txt,(2804-2806),(2804-6),"Then the man obeyed his Wielder: dreary-minded he drove those two from his camps, the woman and his own son.","þa se wer hyrde his waldende, draf of wicum dreorigmod tu, idese of earde and his agen bearn.",20,18,2
2791b,2803,genesis_a_b.txt,(2791b-2803),(2791b-2803),"Then was Abraham pained in his mind that he should drive his own son into exile, when the true Measurer came to him, strong in his assistance, he knew the spirit of the man was gripped by cares. The King of Angels spoke to Abraham, the Eternal Lord: “Let sorrow slip away from your breast, the turbulence of your mind, and listen to that woman your wife! Order them both to depart away, Hagar and Ishmael, the child of your home! I will make his kin broad and powerful, the children of his stock, powerful of offspring, as I have promised you in words.”","þa wæs Abrahame weorce on mode þæt he on wræc drife his selfes sunu, þa com soð metod freom on fultum, wiste ferhð guman cearum on clommum. Cyning engla spræc to Abrahame, ece drihten: ""Læt þe aslupan sorge of breostum, modgewinnan, and mægeð hire, bryde þinre! Hat bu tu aweg Agar feran and Ismael, cniht of cyððe! Ic his cynn gedo brad and bresne bearna tudre, wæstmum spedig, swa ic þe wordum gehet.""",104,73,31
2782b,2791a,genesis_a_b.txt,(2782b-2791a),(2782b-91a),"Then the noble woman spoke, wife to her husband: “Forgive me, warden of rings, my own dear lord: order Hagar to journey elsewhere and lead Ishmael with her! By my desire, we will not dwell long together, if I be allowed to rule matters. Never will Ishmael share your heritage with Isaac my own child after your tracks, when you send life out from your body.”","þa cwæð drihtlecu mæg, bryd to beorne: ""Forgif me, beaga weard, min swæs frea, hat siðian Agar ellor and Ismael lædan mid hie! Ne beoð we leng somed willum minum, gif ic wealdan mot. Næfre Ismael wið Isace, wið min agen bearn yrfe dæleð on laste þe, þonne þu of lice aldor asendest.""",66,53,13
2772,2782a,genesis_a_b.txt,(2772-2782a),(2772-82a),"The boy grew and prospered, as was natural to his pre-eminence from his elders. Abraham had one hundred winters when his wife thankfully bore him a son. For some time he waited since first the Lord announced to him the joyful day through his own word. Then it happened that that woman saw Ishmael playing before Abraham, where the two of them sat at a feast, holy in his heart, with their entire household, drinking and making merry.","Cniht weox and þag, swa him cynde wæron æðele from yldrum. Abraham hæfde wintra hundteontig þa him wif sunu on þanc gebær. He þæs ðrage bad, siððan him ærest þurh his agen word þone dægwillan drihten bodode. þa seo wyrd gewearð þæt þæt wif geseah for Abrahame Ismael plegan, ðær hie æt swæsendum sæton bu tu, halig on hige, and heora hiwan eall, druncon and drymdon.",78,66,12
2760,2771,genesis_a_b.txt,(2760-2771),(2760-71),"Then the Lord Almighty came faring to Sarah, as he himself had said, our Sovereign, he kept his promise, fulfilled to his dear ones, the Prince of Life, the man and the woman. A son was begotten to Abraham from his wife, and before his mother was pregnant with her child by that earl, the King of Angels named him Isaac. Abraham set that glory-bright sign upon him with his own hand, just as the Measurer had commanded him within the week, after his mother had brought him into the world of mankind.","þa com feran frea ælmihtig to Sarrai, swa he self gecwæð, waldend usser, hæfde wordbeot leofum gelæsted, lifes aldor eaforan and idese. Abrahame woc bearn of bryde, þone brego engla, ær ðy magotudre modor wære eacen be eorle, Isaac nemde. Hine Abraham on mid his agene hand beacen sette, swa him bebead metod, wuldortorht ymb wucan, þæs þe hine on woruld to moncynne modor brohte.",93,65,28
2742,2759,genesis_a_b.txt,(2742-2759),(2742-59),"Once again was God wrathful at Abimelech for the sin which he earlier performed against Sarah and against Abraham, when he parted them in two, the dear woman and weaponed man. He got terrible punishment for that deed. None of his women, neither free nor servile, could bear a man-count of sons for their royal guardian, yet the Measurer stood against them, until the blessed one Abraham began to ask the Eternal Lord for mercy for his lord. The Helmet of Angels granted his bidding, unlocking his progeny’s abundance to man and woman, slave or free, for the folk-king. The Sovereign of the Skies allowed their number to increase again, by riches and goods. The Almighty became merciful in his mind, the Warden of Mankind to Abimelech, just as Abraham begged him.","þa gien wæs yrre god Abimelehe for þære synne þe he wið Sarrai and wið Abrahame ær gefremede, þa he gedælde him deore twa, wif and wæpned. He þæs weorc gehleat, frecne wite. Ne meahton freo ne þeowe heora bregoweardas bearnum ecan monrim mægeð, ac him þæt metod forstod, oðþæt se halga his hlaforde Abraham ongan arna biddan ecne drihten. Him engla helm getigðode, tuddorsped onleac folccyninge freora and þeowra, wera and wifa; let weaxan eft heora rimgetel rodora waldend, ead and æhta. ælmihtig wearð milde on mode, moncynnes weard, Abimeleche, swa hine Abraham bæd.",132,95,37
2736,2741,genesis_a_b.txt,(2736-2741),(2736-41),"Abraham did as his lord ordered, accepting his friendship by the king’s command, his love and his delight. He was dear to God. Therefore blessed he enjoyed his peace and he proceeded under the shade of his Shaper, covered with sheltering wings, while he lived here.","Abraham fremede swa hine his aldor heht, onfeng freondscipe be frean hæse, lufum and lissum. He wæs leof gode. Forðon he sibbe gesælig dreah and his scippende under sceade gefor, hleowfeðrum þeaht, her þenden lifde.",46,35,11
2824,2833,genesis_a_b.txt,(2824-2833),(2824-33),"“Yield to me with grace, that I have not been stingy to you neither in land nor in delightful things. Be merciful now to my people and my family, if the All-Ruler ordains it, our Lord, who holds our destiny, so that you may abundantly distribute ornaments to my shield-warriors, the treasure to the proud, and extend the borders of this folk-land.” Then Abraham gave his pledge to Abimelech that he wished to do so.","Gyld me mid hyldo, þæt ic þe hneaw ne wæs landes and lissa. Wes þissum leodum nu and mægburge minre arfæst, gif þe alwalda, ure drihten, scirian wille, se ðe gesceapu healdeð, þæt þu randwigum rumor mote on ðisse folcsceare frætwa dælan, modigra gestreon, mearce settan."" ða Abraham Abimelehe wære sealde þæt he wolde swa.",75,55,20
1873,1889,genesis_a_b.txt,(1873-1889),(1873-89),"Then Abraham led his retinue from the margins of Egypt; they carried his courage-bold lady, bride and bracelets both, so that they drove his cattle to Bethel again into a known camp, his rich prosperity, the wife of his will and their worldly goods. Then they began to build and rear their city, setting their hall and renewing their home. The men raised an altar in the fields near to the one that Abraham had established prior to his Lord God when he came from the west. There the blessed man again worthied the name of the Eternal Lord with a new voice. The good-hearted earl made sacrifice to the Prince of Angels, strongly thanked the Light-Start of Life for his mercy and favor.","ða Abraham æhte lædde of Egypta eðelmearce; hie ellenrofe idese feredon, bryd and begas, þæt hie to Bethlem on cuðe wic ceapas læddon, eadge eorðwelan oðre siðe, wif on willan and heora woruldgestreon. Ongunnon him þa bytlian and heora burh ræran, and sele settan, salo niwian. Weras on wonge wibed setton neah þam þe Abraham æror rærde his waldende þa westan com. þær se eadga eft ecan drihtnes niwan stefne noman weorðade; tilmodig eorl tiber onsægde þeodne engla, þancode swiðe lifes leohtfruman lisse and ara.",124,85,39
2462,2475,genesis_a_b.txt,(2462-2475),(2462-75),"Then quickly Lot arose, he who often perceived good counsel and went outside at once, and the son of Haran, mindful of wisdom, spoke to all that company of noble men: “Here are within my two daughters unblemished. Do as I ask you—neither of these women has ever known the company of men through sexual congress— and give up this sin. I will give them to you all, before you perform shame against your natures, a most voracious evil against the sons of humanity. Take these women, and let peace be owned by my guests, for I will protect them before God, if I must, from you all.”","þa aras hraðe, se ðe oft ræd ongeat, Loth on recede, eode lungre ut, spræc þa ofer ealle æðelinga gedriht sunu Arones, snytra gemyndig: ""Her syndon inne unwemme twa dohtor mine. Doð, swa ic eow bidde (ne can þara idesa owðer gieta þurh gebedscipe beorna neawest) and geswicað þære synne. Ic eow sylle þa, ær ge sceonde wið gesceapu fremmen, ungifre yfel ylda bearnum. Onfoð þæm fæmnum, lætað frið agon gistas mine, þa ic for gode wille gemundbyrdan, gif ic mot, for eow.""",108,83,25
2428,2440,genesis_a_b.txt,(2428-2440),(2428-40),"Then they encountered the warrior, the son of Haran himself sitting at the city-gates, and they seemed as young to the wise man before his eyes. Then the Lord’s servant came greeting the messengers those spirits, coming in a friendly way, mindful of what is proper, right and suitable, and he offered those men a night’s shelter. Then the noble emissaries of the Savior answered him: “You have the thanks for your favors, which you offer us! We intend to abide still by this street for a spell, until the Measurer allows the sun to rise again in the morning.”","Hie þa æt burhgeate beorn gemitton sylfne sittan sunu Arones, þæt þam gleawan were geonge þuhton men for his eagum. Aras þa metodes þeow gastum togeanes, gretan eode cuman cuðlice, cynna gemunde riht and gerisno, and þam rincum bead nihtfeormunge. Him þa nergendes æðele ærendracan andswarodon: ""Hafa arna þanc, þara þe þu unc bude! Wit be þisse stræte stille þencað sæles bidan, siððan sunnan eft forð to morgen metod up forlæt.""",100,71,29
2149b,2161,genesis_a_b.txt,(2149b-2161),(2149b-61),"but you yourself may lead away the spoils from here, which I reaped at battle for you— all except one portion for these lordly men, Aner and Mamre and Eschol. I do not wish for these warriors to be deprived of their right, but they served me at the spear-thrash and fought for your relief. Depart now carrying home your bedecked gold and your beloved girls, the ladies of your people. There is no need to be afraid for a moment the warrior’s battle-bluster, the warfare of the north-men. Birds sit gorged on blood under the sheltering hills, filled with the thick slaughter of the enormous army.”","ac þu selfa most heonon huðe lædan, þe ic þe æt hilde gesloh, ealle buton dæle þissa drihtwera, Aneres and Mamres and Escoles. Nelle ic þa rincas rihte benæman, ac hie me fulleodon æt æscþræce, fuhton þe æfter frofre. Gewit þu ferian nu ham hyrsted gold and healsmægeð, leoda idesa. þu þe laðra ne þearft hæleða hildþræce hwile onsittan, norðmanna wig; ac nefuglas under beorhhleoþum blodige sittað, þeodherga wæle þicce gefylled.""",107,71,36
2136,2149a,genesis_a_b.txt,(2136-2149a),(2136-2149a),"Then Abraham answered him swiftly before the earls, lauded with courage, glory, and victory, speaking nobly: “I promise you with my words, wielder of men, before the Holy One, who is in heaven and who is the Owning Lord of the earth, there is no worldly wealth which I wish to possess for myself, either chattel or coin which I, famous prince, redeemed of yours from among the archers, helmet of noblemen, lest you soon say that I grew prosperous on this earth by the pleasant comrades and ancient treasures of the realm of Sodom,","Him þa Abraham andswarode ædre for eorlum, elne gewurðod, dome and sigore, drihtlice spræc: ""Ic þe gehate, hæleða waldend, for þam halgan, þe heofona is and þisse eorðan agendfrea, wordum minum, nis woruldfeoh, þe ic me agan wille, sceat ne scilling, þæs ic on sceotendum, þeoden mæra, þines ahredde, æðelinga helm, þy læs þu eft cweðe þæt ic wurde, willgesteallum, eadig on eorðan ærgestreonum Sodoma rices;",95,66,29
2120,2135,genesis_a_b.txt,(2120-2135),(2120-35),"Then the man gave Abraham the reward of his blessing by hand, and he granted God’s bishop the tithes of the battle booty. Then spoke the war-king, the lord of Sodom, weak of warriors, to Abraham (there was need of his favor): “Give to me the women of my people which you rescued with your army from the deadly grip of men! Have for yourself the wound gold that once belonged to our people, the cattle and the ornaments! Allow me to lead away the freemen again, the children of nobles, into their native land, into their deserted towns, the women and the boys and the wretched widows! Their sons are all dead, the peers of the people, except some very few, who must hold with me the marches.”","Him þa se beorn bletsunga lean þurh hand ageaf, and þæs hereteames ealles teoðan sceat Abraham sealde godes bisceope. þa spræc guðcyning, Sodoma aldor, secgum befylled, to Abrahame (him wæs ara þearf). ""Forgif me mennen minra leoda, þe þu ahreddest herges cræftum wera wælclommum! Hafa þe wunden gold þæt ær agen wæs ussum folce, feoh and frætwa! Læt me freo lædan eft on eðel æðelinga bearn, on weste wic wif and cnihtas, earme wydewan! Eaforan syndon deade, folcgesiðas, nymðe fea ane, þe me mid sceoldon mearce healdan.""",129,87,42
2107,2119,genesis_a_b.txt,(2107-2119),(2107-19),"“You were rewarded in his eyes among the count of men so that the glory of spears was given to you in warfare! That was God himself who shattered for you in your power the majesty of those hated armies, who allowed you to work forth a broad warrior’s way with weapons, to recover our pillage, and kill their men. They were cast down in your track— an army at a run can not succeed in battle, yet God put them to flight, who shielded you with his own hands in the scuffle with their captains, against the terror of greater odds. It is a holy troth that you keep rightfully with the Warden of the Sky.”","""Wæs ðu gewurðod on wera rime for þæs eagum þe ðe æsca tir æt guðe forgeaf! þæt is god selfa, se ðe hettendra herga þrymmas on geweald gebræc, and þe wæpnum læt rancstræte forð rume wyrcan, huðe ahreddan and hæleð fyllan. On swaðe sæton; ne meahton siðwerod guðe spowan, ac hie god flymde, se ðe æt feohtan mid frumgarum wið ofermægnes egsan sceolde handum sinum, and halegu treow, seo þu wið rodora weard rihte healdest.""",117,75,42
1844,1857a,genesis_a_b.txt,(1844-1857a),(1844-57a),"The came the courage-bold earl journeying into Egypt, Abraham with his aught, where men of strange folk were, unknown to their friends. They spoke wordfully about the beauty of that woman, many proud men, arrogant in their glory. The noble lady seemed to them splendid in her luster, the many servants of the king. They made it known to their folk-lord that they had noticed few fairer women before that prince, yet they praised her joyous beauty in many words even more, until he ordered that beautiful woman to be led to his own hall.","þa com ellenrof eorl siðian, Abraham mid æhtum on Egypte, þær him folcweras fremde wæron, wine uncuðe. Wordum spræcon ymb þæs wifes wlite wlonce monige, dugeðum dealle; him drihtlicu mæg, on wlite modgum mænegum ðuhte, cyninges þegnum. Hie þæt cuð dydon heora folcfrean þæt fægerro lyt for æðelinge idesa sunnon, ac hie Sarran swiðor micle, wynsumne wlite wordum heredon, oðþæt he lædan heht leoflic wif to his selfes sele.",95,69,26
2083b,2095,genesis_a_b.txt,(2083b-2095),(2083b-95),"Then Abraham departed upon the war-road, seeing the retreat of the hateful men. Lot was delivered, the earl with his aught, his lady returned to him, the wife of his desire. They saw widely the corpses of those life-killers of free men torn by birds. Abraham carried away again the wealth and women of the south-men, the children of nobles, nearer to his home, the maidens to their kin. Never did any living man in this world succeed with such a little band more worthily, than those who rushed against so great a power.","Gewat him Abraham ða on þa wigrode wiðertrod seon laðra monna. Loth wæs ahreded, eorl mid æhtum, idesa hwurfon, wif on willan. Wide gesawon freora feorhbanan fuglas slitan on ecgwale. Abraham ferede suðmonna eft sinc and bryda, æðelinga bearn, oðle nior, mægeð heora magum. Næfre mon ealra lifigendra her lytle werede þon wurðlicor wigsið ateah, þara þe wið swa miclum mægne geræsde.",94,62,32
2072b,2083a,genesis_a_b.txt,(2072b-2083a),(2072b-83a),"The warden of heaven’s realm grabbed them in aid.  The four armies were put to flight and the folk-kings, the people’s leaders as well. A happy hearth-band stood in their track, and warriors lay set on the path, those who carried away the gold of Sodom and Gomorrah, separated from their sergeants. How grimly the uncle of Lot repaid them for it! The army-lord of the Elamites were set to flight, deprived of glory until they drew near to Damascus.","Him on fultum grap heofonrices weard. Hergas wurdon feower on fleame, folccyningas, leode ræswan. Him on laste stod hihtlic heorðwerod, and hæleð lagon, on swaðe sæton, þa þe Sodoma and Gomorra golde berofan, bestrudon stigwitum. Him þæt stiðe geald fædera Lothes. Fleonde wæron Elamitarna aldorduguðe dome bedrorene, oðþæt hie Domasco unfeor wæron.",80,52,28
2060,2072a,genesis_a_b.txt,(2060-2072a),(2060-2072a),"Then I heard that the warriors dared to fight under the shades of night. Clamor grew in the camps of shields and shafts, the archers fell, a clashing of war-darts. Sharpened spears gripped unfairly the men under their clothes and the lives of foemen fell thick, where laughing they carried away treasures, the men and their mates. Victory soon was turned aside from the north-men in the hateful melee, the spear-glory of men. Abraham gave war for his word, not wound gold at all for his nephew, he slew and felled his foes in fits.","þa ic neðan gefrægn under nihtscuwan hæleð to hilde. Hlyn wearð on wicum scylda and sceafta, sceotendra fyll, guðflana gegrind; gripon unfægre under sceat werum scearpe garas, and feonda feorh feollon ðicce, þær hlihende huðe feredon secgas and gesiððas. Sigor eft ahwearf of norðmonna niðgeteone, æsctir wera. Abraham sealde wig to wedde, nalles wunden gold, for his suhtrigan, sloh and fylde feond on fitte.",95,64,31
2039,2059,genesis_a_b.txt,(2039-2059),(2039-59),"Then the holy man ordered his hearth-band to take up their weapons. He found there eighteen and three hundred more ash-bearing warriors, loyal to a lord, those who he knew could each well bear the yellow shield in an army. Then Abraham departed and those three earls who had pledged their promise earlier with their army. He wished very much to set his kinsman Lot free from his hateful condition. The warriors were bold, bearing forth their shields with courage onto the earth-way. The battle-wolves had reached near the army-camp, when he spoke wordfully, a wise-minded man, to his first-spear, the son of Terah, that his was a great need that they on both halves should show these strangers a grim battle-moot and a hard hand-playing. He said that the Holy One, the Eternal Lord, could easily grant success to them in the spears’ malice.","þa se halga heht his heorðwerod wæpna onfon. He þær wigena fand, æscberendra, XVIII and CCC eac þeodenholdra, þara þe he wiste þæt meahte wel æghwylc on fyrd wegan fealwe linde. Him þa Abraham gewat and þa eorlas þry þe him ær treowe sealdon mid heora folcgetrume; wolde his mæg huru, Loth alynnan of laðscipe. Rincas wæron rofe, randas wægon forð fromlice on foldwege. Hildewulfas herewicum neh gefaren hæfdon. þa he his frumgaran, wishydig wer, wordum sægde, þares afera, him wæs þearf micel þæt hie on twa healfe grimme guðgemot gystum eowdon heardne handplegan; cwæð þæt him se halga, ece drihten, eaðe mihte æt þam spereniðe spede lænan.",145,108,37
2018,2038,genesis_a_b.txt,(2018-2038),(2018-38),"Then a man, one survivor of the spear, escaped from the battle departed journeying hastily and seeking Abraham. He announced that war-work to the Hebrew earl, that the folk of Sodom were struck down, the multitudes of people and the flight of Lot. Then Abraham spoke that grim news to his own friends. The pledge-fast man asked for support from his dear comrades, Aner and Mamre and Eshcol the third, saying that it was a blow to his heart, a sorrow most sore, that his nephew suffered slavery. He asked them then, those wrack-bold warriors, to devise a plan so that his near-kin would be rescued, the man and his wife. Then the three brothers quickly spoke to him, soothing his heart-sorrow with firm words, courage-bold, and gave their pledge to Abraham that they would avenge his anguish wrathfully, or they would fall into slaughter themselves.","Him þa secg hraðe gewat siðian, an gara laf, se ða guðe genæs, Abraham secan. Se þæt orlegweorc þam Ebriscan eorle gecyðde, forslegen swiðe Sodoma folc, leoda duguðe and Lothes sið. þa þæt inwitspell Abraham sægde freondum sinum; bæd him fultumes wærfæst hæleð willgeðoftan, Aner and Manre, Escol þriddan, cwæð þæt him wære weorce on mode, sorga sarost, þæt his suhtriga þeownyd þolode; bæd him þræcrofe þa rincas þæs ræd ahicgan, þæt his hyldemæg ahreded wurde, beorn mid bryde. Him þa broðor þry æt spræce þære spedum miclum hældon hygesorge heardum wordum, ellenrofe, and Abrahame treowa sealdon, þæt hie his torn mid him gewræcon on wraðum, oððe on wæl feollan.",146,110,36
1999b,2017,genesis_a_b.txt,(1999b-2017),(1999b-2017),"They departed from their home, saving their lives in flight, the slayers with swords, the children of nobles fallen in their track, destroyed with blades, their dear companions. The chief of the Elamite army had the war-victory, wielding the slaughter-field. The survivors of weapons left, seeking safety. Their enemies plundered their gold, spoiling then that rich city of men with their army, Sodom and Gomorrah, when the hall was given up, the famous city. The womenfolk were stolen, the wives and widows, taken away by their foes, from their sheltered seats. The haters led out the kinsman of Abraham with his aught from the city of Sodom. We can further speak the truth of the fate of the army-wolves who, after that battle, led away Lot and his people’s goods, the southrons’ treasures, boasting of his victory.","Gewiton feorh heora fram þam folcstyde fleame nergan, secgum ofslegene; him on swaðe feollon æðelinga bearn, ecgum ofþegde, willgesiððas. Hæfde wigsigor Elamitarna ordes wisa, weold wælstowe. Gewat seo wæpna laf fæsten secan. Fynd gold strudon, ahyðdan þa mid herge hordburh wera, Sodoman and Gomorran, þa sæl ageald, mære ceastra. Mægð siðedon, fæmnan and wuduwan, freondum beslægene, from hleowstole. Hettend læddon ut mid æhtum Abrahames mæg of Sodoma byrig. We þæt soð magon secgan furður, hwelc siððan wearð æfter þæm gehnæste herewulfa sið, þara þe læddon Loth and leoda god, suðmonna sinc, sigore gulpon.",137,93,44
1982,1999a,genesis_a_b.txt,(1982-1999a),(1982-99a),"They traveled together then, their javelins were loud, the slaughter-army angry. The black bird sang under the spear shafts, dewy-feathered, intent upon corpses. The warriors went quickly into strong bands, mighty in courage, until the broad armies had come together from the south and north, covered by helmets. There was a hard play, an exchange of deadly darts, a great clash of warriors. The warriors drew their ring-studded swords, handily from their scabbards, doughty with blades. There was easily found earl’s bargain in battle, if he were not already sated with its malice. The north-men were an obstacle to the southern folk. The men of Sodom and Gomorrah, gold-givers, were deprived of their dear war-comrades in the crush of shields.","Foron þa tosomne (francan wæron hlude), wraðe wælherigas. Sang se wanna fugel under deoreðsceaftum, deawigfeðera, hræs on wenan. Hæleð onetton on mægencorðrum, modum þryðge, oðþæt folcgetrume gefaren hæfdon sid tosomne suðan and norðan, helmum þeahte. þær wæs heard plega, wælgara wrixl, wigcyrm micel, hlud hildesweg. Handum brugdon hæleð of scæðum hringmæled sweord, ecgum dihtig. þær wæs eaðfynde eorle orlegceap, se ðe ær ne wæs niðes genihtsum. Norðmen wæron suðfolcum swice; wurdon Sodomware and Gomorre, goldes bryttan, æt þæm lindcrodan leofum bedrorene, fyrdgesteallum.",120,82,38
1960,1981,genesis_a_b.txt,(1960-1981),(1960-81),"Then, as I have heard, the lord of the Elamites, a wise leader of men, Chodorlaomer, ordered his army and with him marched in aid, Amraphel of Shinar, broadly across the world. Then they departed, four kings with great power, seeking thence from the south Sodom and Gomorrah. Then was the land by the Jordan widely covered over with the war-host, the earth with enemies. Many a white-cheeked lady must go trembling and terrified into a foreign embrace. The defenders of bride and bracelet fell, sick with wounds. Then against them with war-wrack went five folk-kings in armies to the south—they wished to defend the city of Sodom from wrath. Then for twelve winters after they must by need render tribute to the north-men and give them payment, until those people no longer wished to prop up the King of Elam with their tribal treasures, but instead they rebelled against the bold.","ða ic aldor gefrægn Elamitarna fromne folctogan, fyrd gebeodan, Orlahomar; him Ambrafel of Sennar side worulde for on fultum. Gewiton hie feower þa þeodcyningas þrymme micle secan suð ðanon Sodoman and Gomorran. þa wæs guðhergum be Iordane wera eðelland wide geondsended, folde feondum. Sceolde forht monig blachleor ides bifiende gan on fremdes fæðm; feollon wergend bryda and beaga, bennum seoce. Him þa togeanes mid guðþræce fife foran folccyningas sweotum suðon, woldon Sodome burh wraðum werian; þa wintra XII norðmonnum ær niede sceoldon gombon gieldan and gafol sellan, oðþæt þa leode leng ne woldon Elamitarna aldor swiðan folcgestreonum, ac him from swicon.",152,101,51
